name,rating,genre,year,score,votes,director,writer,star,country,budget,gross,company,month,revenue
Bustin' Loose,R,Comedy,1981,6.1,2900,Oz Scott,Lonne Elder III,Richard Pryor,United States,11000000,31261269,Universal Pictures,May,20261269
Modern Romance,R,Comedy,1981,7,3600,Albert Brooks,Albert Brooks,Albert Brooks,United States,NA,2863642,Columbia Pictures,March,NA
Heartbeeps,PG,Comedy,1981,4.3,1300,Allan Arkush,John Hill,Andy Kaufman,United States,12000000,2154696,Universal Pictures,December,-9845304
Back Roads,R,Adventure,1981,5.6,829,Martin Ritt,Gary DeVore,Sally Field,United States,NA,11809387,CBS Theatrical Films,March,NA
Take This Job and Shove It,PG,Comedy,1981,5,761,Gus Trikonis,Barry Schneider,Robert Hays,United States,3500000,17569027,Cinema Group Ventures,May,14069027
Raggedy Man,R,Drama,1981,6.8,1400,Jack Fisk,William D. Wittliff,Sissy Spacek,United States,NA,1976198,Universal Pictures,September,NA
Whose Life Is It Anyway?,R,Comedy,1981,7.3,2700,John Badham,Brian Clark,Richard Dreyfuss,United States,13000000,8206145,Metro-Goldwyn-Mayer (MGM),January,-4793855
Inchon,PG,Drama,1981,2.7,659,Terence Young,Robin Moore,Laurence Olivier,South Korea,46000000,5200986,One Way Productions,September,-40799014
All Night Long,R,Comedy,1981,5.5,1700,Jean-Claude Tramont,W.D. Richter,Gene Hackman,United States,14000000,4454295,Universal Pictures,March,-9545705
The Pursuit of D.B. Cooper,PG,Adventure,1981,5.6,1100,Roger Spottiswoode,J.D. Reed,Robert Duvall,United States,12000000,3702028,PolyGram Pictures,November,-8297972
Rollover,R,Drama,1981,5.4,1100,Alan J. Pakula,Howard Kohn,Jane Fonda,United States,16000000,10851261,IPC Films,December,-5148739
Only When I Laugh,R,Comedy,1981,6.5,1300,Glenn Jordan,Neil Simon,Marsha Mason,United States,NA,25524778,Columbia Pictures,September,NA
Honky Tonk Freeway,PG,Action,1981,5.2,928,John Schlesinger,Edward Clinton,David Rasche,United States,24000000,2004742,EMI Films,August,-21995258
Paternity,PG,Comedy,1981,4.9,920,David Steinberg,Charlie Peters,Burt Reynolds,United States,NA,18838812,Paramount Pictures,October,NA
King of the Mountain,PG,Action,1981,5.5,384,Noel Nosseck,David Barry,Harry Hamlin,United States,2000000,1791147,PolyGram Pictures,May,-208853
Scream,R,Horror,1981,2.9,674,Byron Quisenberry,Byron Quisenberry,Pepper Martin,United States,NA,NA,Calendar International Pictures,January,NA
The Devil and Max Devlin,PG,Comedy,1981,5,1200,Steven Hilliard Stern,Mary Rodgers,Elliott Gould,United States,NA,16000000,Walt Disney Productions,March,NA
The Amateur,R,Crime,1981,5.8,782,Charles Jarrott,Robert Littell,John Savage,Canada,NA,6892098,Balkan Productions,February,NA
Longshot,TV-PG,Comedy,1981,5.1,101,E.W. Swackhamer,Barry Rosen,Leif Garrett,United States,NA,NA,Greentree,1981,NA
Comin' at Ya!,R,Western,1981,5.1,499,Ferdinando Baldi,Wolfe Lowenthal,Tony Anthony,Italy,NA,12000000,Lupo-Anthony-Quintano Productions,July,NA
Le Pont du Nord,Not Rated,Adventure,1981,6.9,1100,Jacques Rivette,Bulle Ogier,Bulle Ogier,France,NA,17110,Les Films du Losange,March,NA
Silence of the North,PG,Drama,1981,6.3,228,Allan King,Olive Frederickson,Ellen Burstyn,Canada,NA,1622898,Universal Pictures,October,NA
Fast Times at Ridgemont High,R,Comedy,1982,7.2,98000,Amy Heckerling,Cameron Crowe,Sean Penn,United States,4500000,27092880,Universal Pictures,August,22592880
Blade Runner,R,Action,1982,8.1,710000,Ridley Scott,Hampton Fancher,Harrison Ford,United States,28000000,41676878,The Ladd Company,June,13676878
The Thing,R,Horror,1982,8.1,382000,John Carpenter,Bill Lancaster,Kurt Russell,United States,15000000,19632053,Universal Pictures,June,4632053
Conan the Barbarian,R,Action,1982,6.9,141000,John Milius,Robert E. Howard,Arnold Schwarzenegger,United States,20000000,68851475,Universal Pictures,May,48851475
E.T. the Extra-Terrestrial,PG,Family,1982,7.8,381000,Steven Spielberg,Melissa Mathison,Henry Thomas,United States,10500000,792910554,Universal Pictures,June,782410554
First Blood,R,Action,1982,7.7,234000,Ted Kotcheff,David Morrell,Sylvester Stallone,United States,15000000,125212904,Anabasis N.V.,October,110212904
An Officer and a Gentleman,R,Drama,1982,7,52000,Taylor Hackford,Douglas Day Stewart,Richard Gere,United States,7500000,129795554,Lorimar Film Entertainment,August,122295554
Grease 2,PG,Comedy,1982,4.4,34000,Patricia Birch,Ken Finkleman,Michelle Pfeiffer,United States,13200000,15171476,Paramount Pictures,June,1971476
Annie,PG,Comedy,1982,6.6,41000,John Huston,Carol Sobieski,Aileen Quinn,United States,50000000,57063861,Columbia Pictures,June,7063861
Poltergeist,PG,Horror,1982,7.3,148000,Tobe Hooper,Steven Spielberg,JoBeth Williams,United States,10700000,77142388,Metro-Goldwyn-Mayer (MGM),June,66442388
48 Hrs.,R,Action,1982,6.9,73000,Walter Hill,Roger Spottiswoode,Nick Nolte,United States,12000000,78868508,Paramount Pictures,December,66868508
Star Trek II: The Wrath of Khan,PG,Action,1982,7.7,115000,Nicholas Meyer,Gene Roddenberry,William Shatner,United States,11200000,78912963,Paramount Pictures,June,67712963
Paradise,R,Adventure,1982,4.9,2500,Stuart Gillard,Stuart Gillard,Willie Aames,Canada,NA,5588800,Embassy Pictures,May,NA
The Last American Virgin,R,Comedy,1982,6.3,8100,Boaz Davidson,Boaz Davidson,Lawrence Monoson,United States,NA,5829781,Cannon Group,July,NA
Sophie's Choice,R,Drama,1982,7.6,44000,Alan J. Pakula,William Styron,Meryl Streep,United Kingdom,12000000,30036000,Incorporated Television Company (ITC),March,18036000
Gandhi,PG,Biography,1982,8,220000,Richard Attenborough,John Briley,Ben Kingsley,United Kingdom,22000000,52767889,International Film Investors,February,30767889
Tootsie,PG,Comedy,1982,7.4,100000,Sydney Pollack,Don McGuire,Dustin Hoffman,United States,21000000,177200000,Columbia Pictures,December,156200000
Tron,PG,Action,1982,6.8,115000,Steven Lisberger,Steven Lisberger,Jeff Bridges,United States,17000000,33000525,Walt Disney Productions,July,16000525
The Secret of NIMH,G,Animation,1982,7.6,37000,Don Bluth,Robert C. O'Brien,Elizabeth Hartman,United States,7000000,14665733,Aurora,July,7665733
The King of Comedy,PG,Comedy,1982,7.8,94000,Martin Scorsese,Paul D. Zimmerman,Robert De Niro,United States,20000000,2536242,Embassy International Pictures,February,-17463758
Rocky III,PG,Drama,1982,6.8,179000,Sylvester Stallone,Sylvester Stallone,Sylvester Stallone,United States,17000000,125052686,Chartoff-Winkler Productions,May,108052686
The Beastmaster,PG,Action,1982,6.2,22000,Don Coscarelli,Don Coscarelli,Marc Singer,United States,8000000,14056528,Leisure Investment Company,August,6056528
Creepshow,R,Comedy,1982,6.9,44000,George A. Romero,Stephen King,Hal Holbrook,United States,8000000,21028755,United Film Distribution Company (UFDC),November,13028755
The Man from Snowy River,PG,Adventure,1982,7.3,8200,George Miller,A.B. 'Banjo' Paterson,Kirk Douglas,Australia,3500000,20659423,Cambridge Productions,November,17159423
Pink Floyd: The Wall,R,Drama,1982,8,78000,Alan Parker,Roger Waters,Bob Geldof,United Kingdom,12000000,22265763,Goldcrest Films International,September,10265763
Cat People,R,Fantasy,1982,6.2,20000,Paul Schrader,DeWitt Bodeen,Nastassja Kinski,United States,18000000,7000000,RKO Pictures,April,-11000000
Fanny and Alexander,R,Drama,1982,8.1,59000,Ingmar Bergman,Ingmar Bergman,Bertil Guve,Sweden,6000000,6795771,Cinematograph AB,December,795771
Friday the 13th Part III,R,Horror,1982,5.7,49000,Steve Miner,Martin Kitrosser,Dana Kimmell,United States,2300000,36690067,Paramount Pictures,August,34390067
Firefox,PG,Action,1982,6,26000,Clint Eastwood,Alex Lasker,Clint Eastwood,United States,18000000,46708276,Major Studio Partners,June,28708276
Halloween III: Season of the Witch,R,Horror,1982,5,45000,Tommy Lee Wallace,Tommy Lee Wallace,Tom Atkins,United States,2500000,14400000,Dino De Laurentiis Company,October,11900000
The Dark Crystal,PG,Adventure,1982,7.2,63000,Jim Henson,David Odell,Jim Henson,United Kingdom,15000000,41630431,Incorporated Television Company (ITC),December,26630431
The Verdict,R,Drama,1982,7.7,37000,Sidney Lumet,Barry Reed,Paul Newman,United States,16000000,53993738,Twentieth Century Fox,December,37993738
Pieces,Not Rated,Horror,1982,6.1,9300,Juan Piquer Simón,Dick Randall,Christopher George,Spain,300000,2032311,Almena Films,September,1732311
Zapped!,R,Comedy,1982,4.9,6500,Robert J. Rosenthal,Bruce Rubin,Scott Baio,United States,NA,16897768,Embassy Pictures,September,NA
Six Pack,PG,Comedy,1982,5.9,2800,Daniel Petrie,Mike Marvin,Kenny Rogers,United States,NA,20225989,Twentieth Century Fox,July,NA
The World According to Garp,R,Comedy,1982,7.2,25000,George Roy Hill,John Irving,Robin Williams,United States,17000000,29712172,Pan Arts,July,12712172
Diner,R,Comedy,1982,7.1,19000,Barry Levinson,Barry Levinson,Steve Guttenberg,United States,5000000,14099953,Metro-Goldwyn-Mayer (MGM),May,9099953
The Best Little Whorehouse in Texas,R,Comedy,1982,6,10000,Colin Higgins,Larry L. King,Burt Reynolds,United States,35000000,69701637,Universal Pictures,July,34701637
The Year of Living Dangerously,PG,Drama,1982,7.1,20000,Peter Weir,David Williamson,Mel Gibson,Australia,13000000,10278575,Metro-Goldwyn-Mayer (MGM),February,-2721425
Night Shift,R,Comedy,1982,6.6,15000,Ron Howard,Lowell Ganz,Henry Winkler,United States,NA,21095638,Major Studio Partners,July,NA
Summer Lovers,R,Comedy,1982,5.7,3900,Randal Kleiser,Randal Kleiser,Peter Gallagher,United States,NA,4968000,Filmways Pictures,July,NA
Victor Victoria,PG,Comedy,1982,7.6,20000,Blake Edwards,Blake Edwards,Julie Andrews,United Kingdom,NA,28229046,Metro-Goldwyn-Mayer (MGM),March,NA
The Last Unicorn,G,Animation,1982,7.4,25000,Jules Bass,Peter S. Beagle,Jeff Bridges,United Kingdom,3500000,6455330,Rankin/Bass Productions,November,2955330
The Entity,R,Drama,1982,6.7,15000,Sidney J. Furie,Frank De Felitta,Barbara Hershey,United States,9000000,13277558,American Cinema Productions,February,4277558
Airplane II: the Sequel,PG,Comedy,1982,6.2,50000,Ken Finkleman,Ken Finkleman,Robert Hays,United States,15000000,27150534,Paramount Pictures,December,12150534
The Toy,PG,Comedy,1982,5.8,11000,Richard Donner,Francis Veber,Richard Pryor,United States,17000000,47118057,Columbia Pictures,December,30118057
The House on Sorority Row,R,Horror,1982,6,7800,Mark Rosman,Mark Rosman,Kate McNeil,United States,425000,10604986,VAE Productions,July,10179986
Evil Under the Sun,PG,Crime,1982,7.1,15000,Guy Hamilton,Anthony Shaffer,Peter Ustinov,United Kingdom,10000000,6110670,EMI Films,March,-3889330
The Sword and the Sorcerer,R,Action,1982,5.6,5700,Albert Pyun,Tom Karnowski,Lee Horsley,United States,NA,39103425,Sorcerer Productions,April,NA
Death Wish II,R,Action,1982,6,15000,Michael Winner,David Engelbach,Charles Bronson,United States,2000000,16100000,Golan-Globus Productions,February,14100000
Silent Rage,R,Action,1982,5.5,5300,Michael Miller,Joseph Fraley,Chuck Norris,United States,4500000,10490791,Columbia Pictures,April,5990791
Megaforce,PG,Action,1982,3.7,3400,Hal Needham,Bob Kachler,Barry Bostwick,Hong Kong,20000000,5675599,Golden Harvest Company,June,-14324401
Personal Best,R,Drama,1982,6.3,2600,Robert Towne,Robert Towne,Mariel Hemingway,United States,16000000,5672311,The Geffen Company,June,-10327689
Dead Men Don't Wear Plaid,PG,Comedy,1982,6.9,21000,Carl Reiner,Carl Reiner,Steve Martin,United States,9000000,18196170,Aspen Film Society,May,9196170
Amityville II: The Possession,R,Horror,1982,5.5,11000,Damiano Damiani,Tommy Lee Wallace,James Olson,Mexico,5000000,12534817,Dino De Laurentiis Company,September,7534817
Missing,PG,Biography,1982,7.7,19000,Costa-Gavras,Costa-Gavras,Jack Lemmon,United States,9500000,14000000,PolyGram Filmed Entertainment,March,4500000
Frances,R,Biography,1982,7.3,7300,Graeme Clifford,Eric Bergren,Jessica Lange,United States,NA,NA,Brooksfilms,March,NA
The Seduction,R,Thriller,1982,4.9,1100,David Schmoeller,David Schmoeller,Morgan Fairchild,United States,NA,11378339,The Romantic Venture,January,NA
Cannery Row,PG,Comedy,1982,6.7,3500,David S. Ward,John Steinbeck,Nick Nolte,United States,11300000,5301539,Chai Productions,February,-5998461
Deathtrap,PG,Comedy,1982,7,13000,Sidney Lumet,Ira Levin,Michael Caine,United States,NA,19282134,Warner Bros.,March,NA
Tex,PG,Drama,1982,6.5,2000,Tim Hunter,S.E. Hinton,Matt Dillon,United States,NA,7400000,Walt Disney Productions,July,NA
Time Walker,PG,Horror,1982,3.6,1700,Tom Kennedy,Jason Williams,Ben Murphy,United States,750000,NA,Byzantine Productions,November,NA
"I, the Jury",R,Crime,1982,5.9,1500,Richard T. Heffron,Mickey Spillane,Armand Assante,United States,NA,1515578,American Cinema Productions,April,NA
Tempest,PG,Comedy,1982,6.5,2200,Paul Mazursky,Paul Mazursky,John Cassavetes,United States,13000000,5005245,Columbia Pictures,September,-7994755
Young Doctors in Love,R,Comedy,1982,5.5,3000,Garry Marshall,Michael Elias,Michael McKean,United States,NA,30688860,ABC Motion Pictures,July,NA
My Favorite Year,PG,Comedy,1982,7.4,9000,Richard Benjamin,Norman Steinberg,Peter O'Toole,United States,NA,20123620,Metro-Goldwyn-Mayer (MGM),October,NA
Still of the Night,PG,Crime,1982,6.1,4300,Robert Benton,Robert Benton,Roy Scheider,United States,10000000,5979947,United Artists,November,-4020053
Parasite,R,Horror,1982,3.9,2300,Charles Band,Alan J. Adler,Robert Glaudini,United States,800000,2270,Embassy Pictures,March,-797730
Making Love,R,Drama,1982,6.9,2500,Arthur Hiller,Barry Sandler,Michael Ontkean,United States,NA,11897978,IndieProd Company Productions,March,NA
Honkytonk Man,PG,Comedy,1982,6.6,8200,Clint Eastwood,Clancy Carlile,Clint Eastwood,United States,2000000,4484991,The Malpaso Company,December,2484991
The Beast Within,R,Horror,1982,5.6,3700,Philippe Mora,Tom Holland,Ronny Cox,United States,NA,7742572,Katzka,February,NA
"Come Back to the 5 & Dime Jimmy Dean, Jimmy Dean",PG,Comedy,1982,7.2,4200,Robert Altman,Ed Graczyk,Cher,United States,850000,840958,Sandcastle 5 Productions,April,-9042
The Final Option,R,Action,1982,6.4,3000,Ian Sharp,George Markstein,Lewis Collins,Switzerland,6000000,2666873,Richmond Light Horse Productions,September,-3333127
Trail of the Pink Panther,PG,Comedy,1982,5,9800,Blake Edwards,Blake Edwards,Peter Sellers,United Kingdom,6000000,9056073,United Artists,December,3056073
The Sender,R,Drama,1982,6,1800,Roger Christian,Thomas Baum,Kathryn Harrold,United Kingdom,NA,1054328,Paramount Pictures,October,NA
The Border,R,Crime,1982,6.4,6100,Tony Richardson,Deric Washburn,Jack Nicholson,United States,22000000,6118683,Efer Productions,February,-15881317
Kiss Me Goodbye,PG,Comedy,1982,6,1900,Robert Mulligan,Bruno Barreto,Sally Field,United States,NA,15782759,Twentieth Century Fox,December,NA
A Midsummer Night's Sex Comedy,PG,Comedy,1982,6.6,19000,Woody Allen,Woody Allen,Woody Allen,United States,NA,9077269,Jack Rollins & Charles H. Joffe Productions,July,NA
Vice Squad,R,Action,1982,6.5,2000,Gary Sherman,Sandy Howard,Season Hubley,United Kingdom,NA,13253583,AVCO Embassy Pictures,January,NA
Best Friends,PG,Comedy,1982,5.5,2700,Norman Jewison,Valerie Curtin,Burt Reynolds,United States,15000000,36821203,Warner Bros.,December,21821203
Shoot the Moon,R,Drama,1982,6.9,2500,Alan Parker,Bo Goldman,Albert Finney,United States,12000000,9217530,Metro-Goldwyn-Mayer (MGM),February,-2782470
Lookin' to Get Out,R,Comedy,1982,5.1,684,Hal Ashby,Al Schwartz,Jon Voight,United States,17000000,946461,Lorimar Productions,June,-16053539
Barbarosa,PG,Western,1982,6.4,1500,Fred Schepisi,William D. Wittliff,Willie Nelson,United States,11000000,1736123,Incorporated Television Company (ITC),February,-9263877
Visiting Hours,R,Horror,1982,5.7,3800,Jean-Claude Lord,Brian Taggert,Michael Ironside,Canada,NA,13258670,Canadian Film Development Corporation (CFDC),May,NA
A Little Sex,R,Comedy,1982,4.9,501,Bruce Paltrow,Robert De Laurentiis,Tim Matheson,United States,NA,2370376,Company Four,April,NA
Class Reunion,R,Comedy,1982,4.7,2000,Michael Miller,John Hughes,Gerrit Graham,United States,NA,10054150,ABC Motion Pictures,October,NA
Hanky Panky,PG,Action,1982,5.6,2400,Sidney Poitier,Henry Rosenbaum,Gene Wilder,United States,NA,9823934,Columbia Pictures,June,NA
Author! Author!,PG,Comedy,1982,6.2,5100,Arthur Hiller,Israel Horovitz,Al Pacino,United States,NA,13111101,Twentieth Century Fox,June,NA
Split Image,R,Drama,1982,6.5,768,Ted Kotcheff,Scott Spencer,Michael O'Keefe,Canada,NA,263635,PolyGram Filmed Entertainment,October,NA
The Challenge,R,Action,1982,6.3,2000,John Frankenheimer,Richard Maxwell,Scott Glenn,United States,NA,2977706,CBS Theatrical Films,July,NA
The Soldier,R,Action,1982,5.3,1100,James Glickenhaus,James Glickenhaus,Ken Wahl,United States,4000000,6328816,James Glickenhaus,August,2328816
Wrong Is Right,R,Comedy,1982,5.7,1800,Richard Brooks,Charles McCarry,Sean Connery,United States,10000000,3583513,Columbia Pictures,May,-6416487
Six Weeks,PG,Drama,1982,5.7,818,Tony Bill,Fred Mustard Stewart,Dudley Moore,United States,NA,6668025,PolyGram Pictures,December,NA
The State of Things,NA,Drama,1982,7,3000,Wim Wenders,Robert Kramer,Allen Garfield,West Germany,NA,3700,Gray City,February,NA
Jekyll and Hyde... Together Again,R,Sci-Fi,1982,6.2,1100,Jerry Belson,Monica Mcgowan Johnson,Mark Blankfield,United States,5000000,3792188,Paramount Pictures,October,-1207812
Forced Vengeance,R,Action,1982,5.6,2900,James Fargo,Franklin Thompson,Chuck Norris,United States,5000000,6660333,Metro-Goldwyn-Mayer (MGM),July,1660333
The Missionary,R,Comedy,1982,6.2,2100,Richard Loncraine,Michael Palin,Michael Palin,United Kingdom,NA,7241180,HandMade Films,November,NA
The Escape Artist,PG,Comedy,1982,6.2,683,Caleb Deschanel,David Wagoner,Raul Julia,United States,NA,143369,Zoetrope Studios,May,NA
Night Crossing,PG,Drama,1982,6.5,1300,Delbert Mann,John McGreevey,John Hurt,United Kingdom,10000000,8000000,Walt Disney Productions,February,-2000000
Endangered Species,R,Drama,1982,5.9,914,Alan Rudolph,Judd Klinger,Robert Urich,United States,NA,1474249,Alive Enterprises,September,NA
Things Are Tough All Over,R,Action,1982,6,3100,Thomas K. Avildsen,Cheech Marin,Toni Attell,United States,7000000,21134374,C & C Brown Production,August,14134374
Homework,R,Comedy,1982,3.5,322,James Beshears,Maurice Peterson,Joan Collins,United States,NA,2914328,Jensen Farley Pictures,August,NA
Jinxed!,R,Comedy,1982,4.7,984,Don Siegel,Frank D. Gilroy,Bette Midler,United States,13400000,2869638,Herb Jaffe,October,-10530362
The Return of Martin Guerre,Not Rated,Biography,1982,7.4,4100,Daniel Vigne,Jean-Claude Carrière,Gérard Depardieu,France,NA,3723036,S.F.P.C.,August,NA
They Call Me Bruce,PG,Action,1982,5.7,1500,Elliott Hong,David Randolph,Johnny Yune,United States,NA,16894678,Gold Pine Productions,November,NA
Some Kind of Hero,R,Comedy,1982,5.8,1400,Michael Pressman,Robert Boris,Richard Pryor,United States,NA,23671186,Paramount Pictures,April,NA
Hammett,PG,Crime,1982,6.5,3000,Wim Wenders,Joe Gores,Frederic Forrest,United States,NA,42914,Orion Pictures,September,NA
